daoId,memberAddress,index
"0xfbddea58ca7dd83e03fd16f3eeee94d4eeea6632","0x000000000000000000000000000000000000dead","1"
"0xfbddea58ca7dd83e03fd16f3eeee94d4eeea6632","0x0ea26051f7657d59418da186137141cea90d0652","0"
"0xfbddea58ca7dd83e03fd16f3eeee94d4eeea6632","0x57533938255dbdc897fd2926bfb3e7a15bc9033e","0"
"0xfbddea58ca7dd83e03fd16f3eeee94d4eeea6632","0x829e98b94802eb550d72e7c0074ea5be0eec2f3f","0"
"0xfbddea58ca7dd83e03fd16f3eeee94d4eeea6632","0x94dd9efe81a67bcf6d529ef5281d7631805b4aa1","0"
"0xfbddea58ca7dd83e03fd16f3eeee94d4eeea6632","0xa0d3bbc3764b5f3a8d788064a62544fdc25d0334","0"
"0xfbddea58ca7dd83e03fd16f3eeee94d4eeea6632","0xa1157827b02f05e92361049637db6c43d6f00280","0"
"0xfbddea58ca7dd83e03fd16f3eeee94d4eeea6632","0xa3fbd10f67eca876d57efa50e046f3d3054e8a5f","0"
"0xfbddea58ca7dd83e03fd16f3eeee94d4eeea6632","0xca85c622d4c61047f96e352cb919695486a193e6","0"
"0xfbddea58ca7dd83e03fd16f3eeee94d4eeea6632","0xdfb7c410be17f38ecb970efa438db308ca281e23","0"
"0xfbddea58ca7dd83e03fd16f3eeee94d4eeea6632","0xe7db7ec8920aa8feeb1ea8dfd9a2773a8a69a908","0"
"0xfbb575ccf3c253f66707b1ffe49e330c13e192b6","0x72a86bf79689589ca16aaeadb4ac299afc0c52b3","0"
"0xfa74f0748535223593fc0dbddd2bc4548dd14ab1","0xc4ccc6a11329558582c2da79c18a9aeac00f59f9","1"
"0xf9d713f08a8af74ab58c3fc5e93e6d616675765f","0x27773b203954fbbb3e98dfa1a85a99e1c2f40f56","0.08333333333333333333"
"0xf9d713f08a8af74ab58c3fc5e93e6d616675765f","0x67243d6c3c3bdc2f59d2f74ba1949a02973a529d","0.41666666666666666666"
"0xf9d713f08a8af74ab58c3fc5e93e6d616675765f","0xa8cadc2268b01395f8573682fb9dd00bd582e8a0","0.08333333333333333333"
"0xf9d713f08a8af74ab58c3fc5e93e6d616675765f","0xde6bcde54cf040088607199fc541f013ba53c21e","0.41666666666666666666"
"0xf8e8a01dfa128c238483ec988fe44f9b56d343f4","0xa3fbd10f67eca876d57efa50e046f3d3054e8a5f","1"
"0xf84bcb670fd9d86ac0d8fb8903543109a4ed4750","0x6d6803fba7ca68914800885604b26af2233158ac","0"
"0xf77fc82251abf545f41d4886c4cbd3101c9cd37c","0x3fad8bcd2aea732d02a203c156b19205253f2a06","1"
"0xf68c2cb60abf2473a5f7393f939602c536b0864b","0x9ea86bb338a9bb25761e7b7af37f25f59676eff9","1"
"0xf52cd3fa551f7cee9c1aa2b787fbfe4c33002b45","0xc9e7e6f2ca54366a174ab98a7f4d853f0a8e2992","1"
"0xf30684010a423794f22478ee2336adfd4027b15e","0xbc5b552641e5d203f0a6c230aa9dc14da7450053","0"
"0xf2c15b04e368a0c982d0e14440e9c34cde0f61ff","0x680c6dfed9c6e80afcec0224a27982f778614aad","1"
"0xf1f89d7f7e5285f3f24739389327bfbd270cf2cb","0x07fda67513ec0897866098a11dc3858089d4a505","1"
"0xf121defed4e533c6e39d25359d8749969d299dc3","0xced608aa29bb92185d9b6340adcbfa263dae075b","0"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x04db1bb49b7ffbcec574f34d29c3153953890352","0.00654099999999999994"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x06134ad890b6edb42bc0487c4e8dbbc17e3e0326","0.00648199999999999991"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x06535a967d958dea135f6b50056362947ae5754b","0.00654499999999999960"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x08b3931b2ae83113c711c92e1bb87989f1fab004","0.00647900000000000038"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x0b5f5a722ac5e8ecedf4da39a656fe5f1e76b34c","0.00654300000000000020"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x0eabffd8ce94ab2387fc44ba32642af0c58af433","0.00640600000000000024"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x0f10f27fbe3622e7d4bdf1f141c6e50ed8845af6","0.00662700000000000008"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x0fef92a34ecf1f742b01c9e3cb2732a83c6067b6","0.00647399999999999972"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x10ecaac69db158f4eb56d5dbc3fbc16ea125890d","0.00652799999999999995"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x1258b93cc472ebe7d97d16947ab82a7189b4dee2","0.00649299999999999964"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x131fde92e4e88fa0746d9aba3dd4ec8aac1786a6","0.00664399999999999973"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x1426fbd146942e153653863cbe633780c17268da","0.00648899999999999998"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x146cfed833cc926b16b0da9257e8a281c2add9f3","0.00656599999999999979"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x14a81ca2dd1202de7a6190e16d81aa3e4116fdf0","0.00646400000000000013"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x15c6ac4cf1b5e49c44332fb0a1043ccab19db80a","0.00645999999999999960"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x17ae58ab79444ad5b8ee2e232caf13c65c32af75","0.00651100000000000029"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x180fdb959eeaa76d72bddd2cfbb9553320e64d7f","0.00644400000000000008"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x19c7cc3ef51b59468bb04aae7736cea2ce8b9385","0.00653800000000000041"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x1a9cee6e1d21c3c09fb83a980ea54299f01920cd","0.00656200000000000012"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x1c0aa8ccd568d90d61659f060d1bfb1e6f855a20","0.00662700000000000008"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x1c9f765c579f94f6502acd9fc356171d85a1f8d0","0.00669200000000000003"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x1dac51886d5b461fccc784ad3813a5969dd42e6f","0.00652300000000000015"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x1df428833f2c9fb1ef098754e5d710432450d706","0.00654599999999999974"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x217a1121db1eeacc6f50703ec0a92885e0d8d2d4","0.00657600000000000025"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x224aba5d489675a7bd3ce07786fada466b46fa0f","0.00664200000000000033"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x232e02988970e8ab920c83964cc7922d9c282dca","0.00656900000000000019"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x2410d50ba4993c1fe13b3db0bcdae51b1c617d0a","0.00648099999999999978"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x2606cb984b962ad4aa1ef00f9af9b654b435ad44","0.00644099999999999968"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x2619c649d98ddddbb0b218823354fe1d41bf5ce0","0.00649800000000000030"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x27c72e4bd23c910218d8f06c4a1742e06657c874","0.00662399999999999968"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x28ede9352a5f76daec81cfc65d7246f6665f5fa3","0.00649499999999999991"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x2c3dd65e94f97b2a25239eddffd2e192c08769b8","0.00669099999999999990"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x2d60f23aed1d7eb1aa18d0b954eac509e93635e7","0.00647700000000000012"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x2dfe8259e14b591d63a02ad810cd502c29d56292","0.00657099999999999958"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x2f51e78ff8aec6a941c4ceeeb26b4a1f03737c50","0.00659700000000000043"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x2ff7a8debb107226e679dbc8389ad579695899ee","0.00638500000000000005"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x319ae05ccc729f518303f6af4accb6a92a2f69b9","0.00655500000000000006"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x35b248d06bf280e17d8cbff63c56a58e52a936f1","0.00652900000000000008"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x36273803306a3c22bc848f8db761e974697ece0d","0.00656499999999999966"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x3839acf1ee7699d1f46b1be840d8ad8317fdf757","0.00648500000000000031"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x4059457092cc3812d56676df6a75fd21204fbe2f","0.00645100000000000014"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x41d2a18e1ddacdabfddadb62e9aee67c63070b76","0.00659299999999999990"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x4fafa767c9cb71394875c139d43aee7799748908","0.00642000000000000036"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x516cafd745ec780d20f61c0d71fe258ea765222d","0.00663400000000000014"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x53010b56648a1648d88cd775d6053902ad63dc1c","0.00652699999999999982"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x54becc7560a7be76d72ed76a1f5fee6c5a2a7ab6","0.00672799999999999961"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x5562b57d27dded14a387c2899a7471c62a3eca22","0.00650599999999999963"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x58f123bd4261ea25955b362be57d89f4b6e7110a","0.00643800000000000015"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x5a9e792143bf2708b4765c144451dca54f559a19","0.00655000000000000027"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x5b777a7c09725fb309475e27cc96cd9155360ea1","0.00661400000000000009"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x5b93ff82faaf241c15997ea3975419dddd8362c5","0.00651399999999999983"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x5bb3e1774923b75ecb804e2559149bbd2a39a414","0.00648199999999999991"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x5f350bf5fee8e254d6077f8661e9c7b83a30364e","0.00655000000000000027"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x60959ed8307ee2b0d04306f6b319aeee8864f1ee","0.00665099999999999979"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x60d8ef8101152c20d493e81263d9fddb09c4a084","0.00646099999999999973"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x68f272fcaae074cb33e68d88a32c325ed0df8379","0.00653899999999999967"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x69a9e35b769a7b8bad41ff5421e5c365632830a7","0.00634600000000000008"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x6d97d65adff6771b31671443a6b9512104312d3d","0.00660900000000000029"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x6dc43be93a8b5fd37dc16f24872babc6da5e5e3e","0.00657799999999999965"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x6e36ae6b1eca3ba5aa5057c26dd1403a05be0273","0.00648500000000000031"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x6ead4327908a7655215d8f757d661ff32f171123","0.00656300000000000026"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x706342c7f358cf05370db27ae0d9b1791adefd08","0.00650599999999999963"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x70c58b28f5e39da89bee0e6e8623e3faf51f0ed1","0.00654599999999999974"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x710e2f9d630516d3afdd053de584f1fa421e84bc","0.00657600000000000025"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x73f19c4e5ffc335932afebf382def646f600e64a","0.00664299999999999960"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x7434672e89b055fd02deebef203738cf0802c01b","0.00659099999999999964"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x756ee8b8e898d497043c2320d9909f1dd5a7077f","0.00652400000000000028"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x763305d7817605a57c110ac2ccbe26d6e8d54e6d","0.00644099999999999968"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x775af9b7c214fe8792ab5f5da61a8708591d517e","0.00652200000000000002"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x78ec73423b222cb225549bab0d0a812d58808ffd","0.00647900000000000038"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x7b86f576669f8d20a8244dabefc65b31d7deb3f2","0.00660100000000000010"
"0xf02fd4286917270cb94fbc13a0f4e1ed76f7e986","0x7bc48221928f11184b376da7a57650768dfd3332","0.00657999999999999991"
